latitud;longitud
38.15592;-7.00263
38.15592;-7.00263
38.15592;-7.00263
37.17435;-7.70458
37.17435;-7.70458
37.17435;-7.70458
37.17435;-7.70458
39.52428;-8.70913
37.08744;-8.0436
37.26931;-8.26688
37.17757;-8.04247
38.88635;-7.67407
38.71352;-9.17253
39.52452;-8.82548
38.1628;-7.459
37.26179;-7.47755
39.88386;-8.47371
40.24507;-8.70607
39.97443;-8.59012
39.43441;-8.8257
38.89375;-9.17297
41.56778;-6.42142
41.03743;-6.91807
37.17982;-8.3804
41.13509;-7.39154
41.30749;-6.9095
41.30526;-6.79012
41.21747;-6.91237
41.21747;-6.91237
41.30526;-6.79012
38.44327;-9.0573
38.44327;-9.0573
38.44316;-9.17189
38.44316;-9.17189
39.1642;-9.05788
40.24424;-8.47093
37.17982;-8.3804
37.1811;-8.71836
37.26931;-8.26688
38.44316;-8.82811
39.07409;-8.9422
39.1642;-9.05788
39.07409;-9.0578
39.07409;-9.0578
41.13817;-7.62976
39.52463;-8.94183
39.69418;-7.4255
39.78578;-7.54019
39.78965;-7.89047
39.97396;-8.47302
38.44159;-8.36976
38.89386;-9.05766
39.97443;-8.59012
38.44316;-8.82811
40.06405;-8.47233
37.17435;-7.70458
37.3533;-7.58861
37.08648;-7.9311
41.77607;-8.57886
37.97765;-7.12132
37.98536;-7.69045
38.15592;-7.00263
38.15781;-7.11671
38.15781;-7.11671
37.17435;-7.70458
38.08266;-8.82896
37.17435;-7.70458
37.17435;-7.70458
37.17842;-8.15511
37.08541;-7.81861
38.98398;-9.05773
40.24424;-8.47093
41.13336;-7.27244
39.88386;-8.47371
40.95145;-7.15839
40.23457;-7.41305
38.71352;-9.17253
38.16557;-7.68724
37.26179;-7.47755
38.98398;-9.05773
39.52289;-8.3601
40.50908;-7.76067
38.26068;-8.25703
40.15534;-8.94129
39.07409;-8.9422
38.62114;-8.25332
39.15788;-7.78473
39.97396;-8.47302
39.88328;-8.35676
38.80363;-9.17275
41.22958;-7.74717
37.36106;-8.60476
41.30749;-6.9095
41.30526;-6.79012
41.30526;-6.79012
41.39527;-6.78708
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44316;-9.17189
38.44327;-9.0573
38.44327;-9.0573
38.44327;-9.0573
40.50908;-7.76067
40.24424;-8.47093
37.08904;-8.26862
39.07409;-9.0578
39.1642;-9.05788
39.07409;-8.9422
39.1642;-9.05788
37.45152;-8.71735
39.51939;-7.89479
38.96845;-7.09543
39.6957;-7.54209
39.79247;-8.24081
40.0599;-7.8861
40.0599;-7.8861
38.26068;-8.25703
38.44316;-8.82811
41.03743;-6.91807
41.03952;-7.03697
40.24364;-8.35337
37.17757;-8.04247
37.17842;-8.15511
38.80341;-9.28792
38.15781;-7.11671
38.15592;-7.00263
37.17435;-7.70458
37.17435;-7.70458
37.71624;-7.80866
38.71295;-9.40257
38.16979;-8.14379
38.44316;-9.17189
38.25567;-7.68562
37.26179;-7.47755
37.26179;-7.47755
37.26179;-7.47755
39.42234;-7.31546
37.98261;-7.46278
39.88386;-8.47371
40.60241;-8.11353
40.41901;-7.76233
37.08744;-8.0436
37.1811;-8.71836
39.61439;-8.70875
41.22513;-7.38933
37.08744;-8.0436
38.34912;-8.02724
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44327;-9.0573
38.44327;-8.9427
38.53339;-8.94263
37.17757;-8.04247
39.07409;-9.0578
39.1642;-9.05788
41.13817;-7.62976
39.61147;-8.1263
39.60948;-7.89335
39.60703;-7.66043
39.96982;-7.88756
39.97088;-8.00465
37.89394;-7.57835
38.07668;-7.80284
38.1679;-7.9155
40.24424;-8.47093
37.26179;-7.47755
37.26931;-8.26688
38.15781;-7.11671
38.15592;-7.00263
37.1766;-7.92983
37.17757;-8.04247
37.2677;-8.04133
39.88434;-8.59066
39.61462;-8.82525
39.88328;-8.35676
40.06405;-8.47233
39.33389;-7.43361
37.26179;-7.47755
37.26179;-7.47755
38.71352;-9.17253
39.79377;-8.4744
38.17057;-8.25794
40.41901;-7.76233
38.16557;-7.68724
38.62238;-8.48306
41.30749;-6.9095
41.39527;-6.78708
41.39527;-6.78708
41.30749;-6.9095
41.30749;-6.9095
41.30749;-6.9095
41.39527;-6.78708
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
41.76171;-7.1354
39.07409;-8.9422
37.17982;-8.3804
37.17982;-8.3804
41.13952;-7.74888
40.06405;-8.47233
40.06405;-8.47233
38.08244;-8.71493
39.52428;-8.70913
39.79247;-8.24081
39.61229;-8.24279
39.78965;-7.89047
38.52934;-8.02482
40.15462;-8.58904
37.17842;-8.15511
37.18078;-8.6057
40.94949;-7.03964
37.17757;-8.04247
38.44092;-8.25518
38.44316;-9.17189
38.15781;-7.11671
38.15592;-7.00263
37.17435;-7.70458
37.17435;-7.70458
38.43151;-7.33874
39.88434;-8.59066
37.17435;-7.70458
37.97941;-7.23513
39.43337;-9.52288
38.7125;-9.51759
37.35189;-7.47573
40.06405;-8.47233
38.79013;-7.21531
38.44316;-9.17189
40.4249;-8.5874
38.44327;-9.0573
38.88976;-8.01991
39.43441;-8.8257
38.98398;-9.05773
41.22513;-7.38933
41.30526;-6.79012
41.30749;-6.9095
41.30526;-6.79012
38.44327;-9.0573
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44327;-9.0573
38.44327;-8.9427
38.44327;-9.0573
38.44327;-8.9427
37.35944;-8.266
39.1642;-9.05788
39.1642;-9.05788
37.80088;-7.35297
39.51939;-7.89479
39.52044;-8.01111
39.60948;-7.89335
39.88257;-8.23982
39.79165;-8.12403
40.06275;-8.23782
41.03743;-6.91807
37.17757;-8.04247
37.17168;-7.47936
41.04504;-7.39373
37.1811;-8.71836
37.26856;-8.1541
38.15781;-7.11671
38.15781;-7.11671
38.15781;-7.11671
39.97337;-8.35592
37.81227;-8.82959
37.17757;-8.04247
37.17435;-7.70458
37.98106;-7.34895
37.26931;-8.26688
37.98536;-7.69045
38.71295;-9.40257
38.87838;-7.09783
40.86141;-7.16088
38.53339;-8.94263
38.53024;-8.13953
41.13336;-7.27244
40.32894;-7.76398
39.52452;-8.82548
40.06453;-8.58958
39.07409;-8.9422
39.2542;-8.82615
38.8802;-7.21306
38.2599;-8.14273
37.17757;-8.04247
37.08744;-8.0436
40.15415;-8.47163
41.30749;-6.9095
41.39751;-6.90661
40.15415;-8.47163
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44327;-9.0573
38.44327;-9.0573
38.44327;-9.0573
38.44327;-9.0573
38.44327;-9.0573
38.44327;-9.0573
38.44327;-9.0573
38.71295;-9.40257
40.24424;-8.47093
38.07967;-8.14484
39.07409;-9.0578
39.1642;-9.05788
40.24531;-8.82364
39.52044;-8.01111
39.60948;-7.89335
39.88386;-8.47371
39.79377;-8.4744
39.52428;-8.70913
41.03743;-6.91807
39.97396;-8.47302
37.26931;-8.26688
37.17435;-7.70458
37.1811;-8.71836
37.27146;-8.83081
38.44316;-9.17189
38.15781;-7.11671
37.17435;-7.70458
37.17435;-7.70458
37.17435;-7.70458
39.88434;-8.59066
40.68315;-7.28412
40.51233;-8.11472
38.71295;-9.40257
37.89394;-7.57835
37.26179;-7.47755
40.33481;-8.58795
40.24507;-8.70607
41.04946;-7.75059
41.6629;-6.65783
41.30749;-6.9095
41.30749;-6.9095
41.30749;-6.9095
41.39527;-6.78708
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44327;-9.0573
38.44327;-8.9427
40.24424;-8.47093
40.24424;-8.47093
40.24364;-8.35337
41.49164;-7.14316
39.07409;-8.9422
37.27092;-8.60523
37.27049;-8.49244
39.07409;-8.9422
41.77494;-8.33822
41.13817;-7.62976
41.13817;-7.62976
37.45152;-8.71735
39.60703;-7.66043
39.61462;-8.82525
39.60831;-7.77689
39.69711;-7.65869
39.97088;-8.00465
40.15522;-8.82387
38.44316;-9.17189
41.03952;-7.03697
37.17435;-7.70458
37.17435;-7.70458
37.17553;-7.81721
37.17435;-7.70458
37.17757;-8.04247
37.17435;-7.70458
37.08541;-7.81861
39.52452;-8.82548
38.53024;-8.13953
38.34298;-7.45519
38.15592;-7.00263
37.17435;-7.70458
37.17435;-7.70458
37.17435;-7.70458
37.17435;-7.70458
37.97941;-7.23513
37.98106;-7.34895
41.59543;-8.46004
37.97941;-7.23513
38.71295;-9.40257
39.79318;-8.3576
40.51137;-7.9967
38.52934;-8.02482
40.31924;-7.05799
37.26179;-7.47755
38.89067;-8.1352
37.1811;-8.71836
40.41901;-7.76233
38.98398;-9.05773
39.25431;-8.94205
40.50908;-7.76067
38.62317;-9.28719
41.04664;-7.51268
37.08648;-7.9311
41.30749;-6.9095
41.39527;-6.78708
38.44327;-9.0573
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44316;-9.17189
38.44327;-9.0573
38.44327;-9.0573
38.53339;-8.94263
40.06405;-8.47233
37.17982;-8.3804
37.17982;-8.3804
39.1642;-9.05788
39.1642;-9.05788
39.1642;-9.05788
39.52044;-8.01111
38.44316;-9.17189
39.52137;-8.12743
39.79165;-8.12403
37.17842;-8.15511
37.17757;-8.04247
38.44316;-8.82811
37.17842;-8.15511
37.17842;-8.15511
38.44316;-8.82811
37.17168;-7.47936
38.71352;-9.17253
38.80261;-9.51824
38.15592;-7.00263
37.17842;-8.15511
37.17435;-7.70458
37.17435;-7.70458
37.9024;-8.82938
39.52452;-8.82548
37.17757;-8.04247
39.61462;-8.82525
37.97941;-7.23513
38.15592;-7.00263
38.98329;-9.4041
38.89386;-9.05766
37.26179;-7.47755
37.26179;-7.47755
39.51823;-7.77847
38.71046;-8.13738
38.71125;-8.25238
39.88386;-8.47371
41.04664;-7.51268
41.22513;-7.38933
37.08424;-7.70612
41.30749;-6.9095
41.30526;-6.79012
41.30526;-6.79012
41.21747;-6.91237
41.30749;-6.9095
41.30526;-6.79012
40.15415;-8.47163
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44316;-9.17189
38.44327;-9.0573
38.44327;-9.0573
38.44327;-9.0573
40.24364;-8.35337
39.1642;-9.05788
38.07779;-7.91683
37.17982;-8.3804
38.1679;-7.9155
39.1642;-9.05788
41.13817;-7.62976
37.18142;-8.94367
37.54133;-8.60381
38.44215;-8.48435
38.8802;-7.21306
39.52044;-8.01111
39.61053;-8.00983
39.97396;-8.47302
39.88386;-8.47371
40.05599;-7.53444
37.17757;-8.04247
37.27092;-8.60523
37.17435;-7.70458
37.17757;-8.04247
37.26179;-7.47755
38.15592;-7.00263
38.15781;-7.11671
38.15592;-7.00263
40.15498;-8.70646
37.17435;-7.70458
37.08541;-7.81861
39.3443;-9.17407
38.15781;-7.11671
40.24424;-8.47093
41.03522;-6.79918
39.43418;-8.70951
41.03743;-6.91807
37.26179;-7.47755
37.26179;-7.47755
37.35189;-7.47573
38.53339;-9.05737
40.32762;-7.64629
39.60563;-7.54398
39.43128;-8.12856
41.04332;-7.2748
40.41901;-7.76233
40.77319;-7.28181
38.44159;-8.36976
38.89352;-9.28828
39.60703;-7.66043
37.1811;-8.71836
41.22513;-7.38933
41.39527;-6.78708
41.30749;-6.9095
41.39527;-6.78708
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44327;-9.0573
40.24424;-8.47093
40.24364;-8.35337
38.26068;-8.25703
40.60326;-8.23172
41.13336;-7.27244
39.07409;-8.9422
41.22513;-7.38933
37.1811;-8.71836
38.07779;-7.91683
40.42442;-8.46952
39.70238;-8.2418
39.88328;-8.35676
39.8808;-8.00595
38.26068;-8.25703
38.53339;-9.05737
37.17842;-8.15511
37.17757;-8.04247
38.26135;-8.37132
37.71733;-7.9221
38.71295;-9.40257
38.15592;-7.00263
37.17435;-7.70458
36.99635;-7.93237
37.08424;-7.70612
41.04148;-7.15588
37.17842;-8.15511
37.17757;-8.04247
38.15958;-7.2308
39.79318;-8.3576
37.26318;-7.59029
37.26179;-7.47755
40.51028;-7.87868
38.89375;-9.17297
40.24424;-8.47093
38.98398;-9.05773
40.33373;-8.35251
39.97396;-8.47302
37.17757;-8.04247
37.17982;-8.3804
40.24364;-8.35337
39.61439;-8.70875
41.30749;-6.9095
41.30526;-6.79012
41.21747;-6.91237
41.39527;-6.78708
41.39527;-6.78708
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
40.24424;-8.47093
40.24424;-8.47093
39.1642;-9.05788
39.1642;-9.05788
37.1766;-7.92983
38.07879;-8.03083
37.17842;-8.15511
39.07409;-9.0578
39.1642;-9.05788
39.07409;-8.9422
39.07409;-8.9422
38.44013;-8.14061
39.61147;-8.1263
39.70238;-8.2418
39.79377;-8.4744
39.96095;-7.18524
38.53339;-8.94263
37.18078;-8.6057
40.06346;-8.35507
37.17757;-8.04247
40.94949;-7.03964
39.88434;-8.59066
38.15592;-7.00263
38.15592;-7.00263
37.17435;-7.70458
37.17435;-7.70458
37.17842;-8.15511
38.71295;-9.40257
40.24424;-8.47093
40.24424;-8.47093
41.30749;-6.9095
40.32115;-7.17563
38.71295;-9.40257
38.80136;-8.25144
37.35685;-7.92728
38.44327;-9.0573
39.61462;-8.82525
40.24424;-8.47093
39.34407;-8.70988
39.52452;-8.82548
38.89386;-9.05766
41.30526;-6.79012
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44327;-9.0573
38.44327;-8.9427
38.44327;-9.0573
40.50908;-7.76067
37.17757;-8.04247
37.35868;-8.15309
39.07409;-8.9422
39.1642;-9.05788
39.79377;-8.4744
38.79864;-7.90601
38.98386;-9.17319
38.80306;-9.40308
39.97183;-8.12173
39.79165;-8.12403
37.09021;-8.49365
39.88174;-8.12288
41.68324;-8.09886
37.17842;-8.15511
37.26931;-8.26688
37.17842;-8.15511
37.17553;-7.81721
38.44092;-8.25518
38.07879;-8.03083
38.44327;-8.9427
37.1766;-7.92983
37.17435;-7.70458
37.17842;-8.15511
39.43441;-9.1743
39.3443;-9.17407
38.35002;-8.14167
41.13817;-7.62976
40.15355;-8.35422
38.98398;-8.94227
38.71295;-9.40257
40.24424;-8.47093
40.24424;-8.47093
41.41206;-7.98296
41.04664;-7.51268
41.04946;-7.75059
39.33227;-7.31763
39.33227;-7.31763
38.71295;-9.40257
40.06453;-8.58958
37.26179;-7.47755
41.13952;-7.74888
40.06405;-8.47233
41.3096;-7.02888
37.63146;-8.60333
40.06488;-8.70684
39.25189;-8.24668
37.1811;-8.71836
41.30749;-6.9095
41.39527;-6.78708
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-8.9427
38.44327;-8.9427
40.24424;-8.47093
40.24364;-8.35337
40.15355;-8.35422
37.17757;-8.04247
40.24364;-8.35337
37.17757;-8.04247
41.13817;-7.62976
40.42442;-8.46952
37.53352;-7.58522
39.51823;-7.77847
39.78084;-7.18998
39.79071;-8.00725
40.06405;-8.47233
39.97337;-8.35592
38.15781;-7.11671
36.99635;-7.93237
37.17553;-7.81721
40.15415;-8.47163
37.26931;-8.26688
37.72192;-8.71632
37.1811;-8.71836
37.17757;-8.04247
38.44316;-9.17189
38.15592;-7.00263
39.88434;-8.59066
37.17435;-7.70458
37.17435;-7.70458
37.08424;-7.70612
37.17757;-8.04247
38.15958;-7.2308
38.71125;-8.25238
38.26135;-8.37132
41.13336;-7.27244
41.04811;-7.63163
39.33227;-7.31763
38.07547;-7.68885
37.26179;-7.47755
41.29782;-6.43209
40.42129;-7.99804
41.04148;-7.15588
37.09021;-8.49365
40.24424;-8.47093
39.34442;-8.94198
37.00114;-8.9438
40.69334;-8.23068
41.30749;-6.9095
38.34912;-8.02724
38.44327;-8.9427
38.44327;-9.0573
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-8.9427
38.44327;-8.9427
38.44327;-8.9427
40.24424;-8.47093
40.24424;-8.47093
40.24364;-8.35337
39.07409;-9.0578
37.17982;-8.3804
39.1642;-9.05788
41.13817;-7.62976
39.52044;-8.01111
37.08541;-7.81861
39.70156;-8.12517
39.69957;-7.89192
39.61053;-8.00983
39.96272;-7.30227
38.43307;-7.45327
37.17553;-7.81721
37.17757;-8.04247
37.1811;-8.71836
39.88434;-8.59066
38.80306;-9.40308
38.15592;-7.00263
38.15592;-7.00263
37.17842;-8.15511
37.17435;-7.70458
37.17435;-7.70458
37.17435;-7.70458
38.44316;-8.82811
39.52452;-8.82548
37.26318;-7.59029
37.09096;-8.71869
41.03743;-6.91807
41.31517;-7.38712
38.88635;-7.67407
41.13336;-7.27244
39.52452;-8.82548
37.45173;-8.83041
37.35189;-7.47573
39.78719;-7.65694
38.44327;-8.9427
38.71329;-9.28755
39.79377;-8.4744
41.22674;-7.5086
40.24424;-8.47093
40.24424;-8.47093
37.17842;-8.15511
37.3616;-8.83061
41.30526;-6.79012
41.30526;-6.79012
38.44316;-9.17189
38.44327;-9.0573
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44327;-9.0573
38.44327;-9.0573
38.44327;-9.0573
38.26068;-8.25703
40.24424;-8.47093
41.13336;-7.27244
39.1642;-9.05788
37.17982;-8.3804
39.07409;-9.0578
39.07409;-8.9422
39.07409;-9.0578
40.24507;-8.70607
41.04811;-7.63163
41.13817;-7.62976
40.06275;-8.23782
39.70062;-8.00854
39.88257;-8.23982
39.70156;-8.12517
39.79247;-8.24081
40.06405;-8.47233
38.53339;-8.94263
38.44316;-9.17189
37.17842;-8.15511
37.17168;-7.47936
37.1811;-8.71836
39.52452;-8.82548
37.72214;-8.82979
39.52394;-8.59278
38.07879;-8.03083
39.79459;-8.708
37.17435;-7.70458
37.26856;-8.1541
38.15958;-7.2308
38.71295;-9.40257
37.09117;-8.83121
39.88386;-8.47371
39.33227;-7.31763
38.44092;-8.25518
41.13336;-7.27244
37.26179;-7.47755
37.26179;-7.47755
39.60703;-7.66043
38.89318;-9.40359
38.97358;-7.44158
38.88976;-8.01991
38.71352;-9.17253
41.04504;-7.39373
40.06405;-8.47233
38.61325;-7.44941
40.24424;-8.47093
38.07879;-8.03083
38.71125;-8.25238
38.80363;-9.17275
41.30749;-6.9095
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-8.9427
40.24424;-8.47093
40.24424;-8.47093
40.24424;-8.47093
40.24364;-8.35337
39.07409;-8.9422
39.1642;-9.05788
39.61439;-8.70875
37.26565;-7.8158
38.89352;-9.28828
39.1642;-9.05788
39.07409;-8.9422
39.1642;-9.05788
41.13952;-7.74888
38.0695;-7.23297
37.26931;-8.26688
39.77696;-6.95657
39.6984;-7.7753
39.70238;-8.2418
39.87266;-7.3045
38.89386;-9.05766
41.03952;-7.03697
41.03743;-6.91807
37.17553;-7.81721
37.17435;-7.70458
37.08424;-7.70612
37.26931;-8.26688
38.53339;-8.94263
38.15781;-7.11671
37.26565;-7.8158
41.04148;-7.15588
39.88434;-8.59066
39.52452;-8.82548
40.24424;-8.47093
40.24424;-8.47093
37.17757;-8.04247
38.71295;-9.40257
38.35147;-8.37054
38.89375;-9.17297
40.78256;-8.11114
40.68485;-7.40241
40.06453;-8.58958
38.71352;-9.17253
39.51939;-7.89479
40.06405;-8.47233
39.52452;-9.17452
38.98398;-9.05773
40.77137;-7.16337
38.89067;-8.1352
39.79377;-8.4744
39.79377;-8.4744
37.08744;-8.0436
41.30749;-6.9095
41.30749;-6.9095
38.44327;-9.0573
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44316;-9.17189
38.44316;-9.17189
38.44327;-8.9427
38.44327;-8.9427
38.44327;-8.9427
40.24364;-8.35337
39.1642;-9.05788
37.17982;-8.3804
39.1642;-9.05788
38.98398;-9.05773
37.17757;-8.04247
38.26068;-8.25703
39.79071;-8.00725
40.15522;-8.82387
39.87585;-7.53828
39.88386;-8.47371
41.03743;-6.91807
38.44316;-9.17189
37.17842;-8.15511
38.43151;-7.33874
37.17842;-8.15511
37.17757;-8.04247
38.44092;-8.25518
38.80306;-9.40308
38.44327;-9.0573
38.15592;-7.00263
38.44316;-9.17189
39.88434;-8.59066
37.17435;-7.70458
37.17435;-7.70458
37.17757;-8.04247
37.17435;-7.70458
37.08829;-8.15611
37.26931;-8.26688
38.89386;-9.05766
37.26318;-7.59029
38.43307;-7.45327
38.44327;-8.9427
39.60703;-7.66043
40.06405;-8.47233
40.06405;-8.47233
40.77137;-7.16337
39.43453;-8.9419
40.06405;-8.47233
41.13509;-7.39154
41.39527;-6.78708
38.44327;-9.0573
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44327;-9.0573
38.44327;-9.0573
38.44327;-9.0573
40.24424;-8.47093
40.24364;-8.35337
40.24364;-8.35337
39.1642;-9.05788
38.07879;-8.03083
39.07409;-8.9422
37.71504;-7.69523
41.13952;-7.74888
39.70308;-8.35844
37.08541;-7.81861
39.70062;-8.00854
39.69711;-7.65869
39.78848;-7.7737
39.8808;-8.00595
41.5704;-6.54124
39.97396;-8.47302
38.26068;-8.25703
41.03952;-7.03697
39.52452;-8.82548
37.27092;-8.60523
41.03952;-7.03697
37.08541;-7.81861
37.17842;-8.15511
37.26856;-8.1541
38.15781;-7.11671
37.2677;-8.04133
37.17435;-7.70458
37.17435;-7.70458
37.17842;-8.15511
37.17435;-7.70458
37.71624;-7.80866
38.15781;-7.11671
39.43418;-8.70951
37.26318;-7.59029
38.44316;-9.17189
38.08211;-8.60091
37.26179;-7.47755
37.26179;-7.47755
39.52452;-8.82548
38.44316;-9.17189
38.89375;-9.17297
37.08744;-8.0436
39.4293;-7.89621
39.34442;-8.94198
38.08111;-8.37287
37.17842;-8.15511
37.3616;-8.83061
41.13952;-7.74888
39.61439;-8.70875
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44316;-9.17189
38.44327;-9.0573
38.44327;-8.9427
40.24424;-8.47093
40.24424;-8.47093
40.24364;-8.35337
39.07409;-8.9422
39.1642;-9.05788
37.45119;-8.60429
37.1811;-8.71836
39.97443;-8.59012
39.07409;-8.9422
39.1642;-9.05788
39.07409;-9.0578
39.79377;-8.4744
38.44092;-8.25518
40.24364;-8.35337
37.54133;-8.60381
39.43035;-8.01238
39.79165;-8.12403
39.87266;-7.3045
39.88328;-8.35676
36.776333;-5.339744
36.509058;-5.675669
36.263812;-5.635111
37.864127;-6.677356
36.830845;-5.437262
37.13696;-5.349953
36.661688;-5.59017
36.510488;-5.740493
36.328475;-5.459852
36.151804;-5.636245
36.923507;-5.479642
37.456556;-7.419231
36.231127;-5.897841
36.182995;-5.672878
37.71819;-5.52434
36.47559;-5.779167
37.767647;-5.331819
38.070373;-6.73814
36.531701;-6.209393
36.630653;-5.946564
37.636978;-6.278272
36.521699;-5.298259
36.360114;-5.91014
37.869417;-5.256225
36.589521;-5.455934
36.460134;-5.305132
36.856726;-6.374978
36.29964;-5.318448
36.456009;-5.835698
36.300569;-5.678713
37.02757;-5.322467
37.527994;-6.565941
36.392147;-5.73585
36.329464;-6.014092
36.683071;-5.57661
36.451849;-5.302879
36.603675;-5.75368
36.586926;-5.48891
36.671984;-5.555363
36.302384;-5.681358
36.554084;-5.38173
36.477426;-6.083821
36.221122;-5.830181
37.999249;-5.276893
36.208135;-5.549732
36.541335;-5.2593
36.677172;-5.474495
36.437536;-5.828077
36.514327;-5.331661
38.165097;-5.71036
36.342629;-5.661839
37.467581;-7.183852
36.39651;-5.871579
